idPelicula,idPlataforma,precio,fechaAlta
416,1,9.51,2023-12-07
381,3,4.59,2020-06-26
367,4,12.74,2020-08-15
386,3,12.34,2022-10-20
252,2,4.92,2022-11-26
464,1,12.64,2021-12-27
331,3,6.12,2022-12-10
62,3,9.95,2024-05-27
6,1,10.12,2022-03-10
436,3,4.4,2024-12-05
411,2,8.75,2022-01-18
208,2,18.71,2022-08-22
421,3,3.0,2025-03-07
93,4,18.6,2021-08-15
97,4,12.46,2021-02-22
191,3,16.62,2024-11-16
84,1,10.69,2025-02-06
213,3,12.11,2021-05-04
490,4,6.2,2023-05-29
329,4,3.0,2024-07-27
353,3,5.71,2021-12-15
165,3,19.37,2021-06-22
434,3,9.96,2023-03-25
380,1,9.2,2021-09-09
370,1,19.22,2023-12-20
364,4,17.21,2024-11-07
474,3,4.01,2021-12-26
140,1,8.54,2023-01-10
234,3,19.62,2022-06-16
378,4,19.95,2021-07-26
319,1,16.53,2021-07-11
137,2,16.54,2020-03-21
272,3,16.01,2023-07-22
188,2,19.1,2022-09-24
339,4,3.46,2023-03-24
419,2,17.97,2022-04-19
355,3,14.42,2024-05-23
353,3,4.59,2024-09-07
293,1,3.27,2020-05-28
400,4,16.89,2022-10-10
360,3,12.77,2024-09-28
139,3,16.47,2020-05-29
166,1,6.91,2020-07-03
205,4,16.91,2024-11-05
20,4,10.67,2021-08-08
407,2,3.63,2022-01-04
415,2,13.24,2023-11-08
259,1,7.98,2020-05-22
119,2,8.43,2020-06-10
436,4,8.04,2024-07-26
248,2,15.21,2022-02-24
482,2,18.55,2025-02-01
8,4,14.5,2021-11-27
106,3,19.6,2020-12-28
266,3,12.5,2021-11-12
99,3,18.86,2022-02-09
427,4,7.48,2021-12-28
318,1,18.72,2025-10-10
262,3,3.07,2023-08-17
178,2,14.43,2022-02-12
313,1,5.64,2020-07-22
426,1,16.51,2025-10-07
348,1,10.31,2025-01-08
458,4,10.55,2025-10-03
482,4,17.84,2025-07-06
318,3,7.95,2022-09-21
437,4,9.08,2023-05-15
295,2,3.47,2021-03-08
336,3,5.49,2022-06-30
22,4,8.57,2021-10-16
189,2,14.39,2024-08-30
236,4,8.86,2024-08-23
31,4,6.87,2021-07-29
433,4,12.21,2021-11-10
417,4,16.61,2023-12-08
276,1,12.24,2022-02-27
391,2,12.83,2021-06-27
393,1,18.77,2020-07-27
116,3,9.9,2020-05-27
387,1,19.56,2023-05-17
375,2,10.67,2023-09-13
95,2,6.43,2025-02-12
244,1,12.11,2025-01-28
135,3,11.32,2023-10-02
387,2,11.12,2024-09-22
168,1,16.96,2022-09-23
495,4,7.42,2025-09-28
269,3,9.64,2023-07-17
167,2,8.87,2021-05-18
154,2,7.21,2020-03-17
226,4,10.38,2024-09-21
17,4,3.36,2025-03-03
282,1,12.3,2021-09-09
327,1,7.14,2024-11-01
355,3,9.26,2020-11-05
278,3,16.76,2024-03-24
289,3,10.32,2021-09-03
471,1,7.99,2020-12-29
192,4,4.94,2024-02-27
103,4,7.14,2025-10-05
125,3,13.72,2021-03-31
276,2,3.68,2021-04-12
267,2,19.61,2020-10-11
117,2,14.06,2023-10-06
366,2,12.59,2022-07-27
340,3,15.13,2024-04-23
489,4,4.42,2021-10-13
262,3,12.39,2023-11-28
278,4,18.0,2021-06-26
409,1,6.89,2020-03-11
149,1,9.77,2023-01-28
20,1,10.93,2020-09-09
335,2,14.24,2021-01-14
134,1,13.02,2020-10-04
164,3,14.53,2023-11-11
451,2,17.07,2023-12-17
243,3,7.5,2021-09-10
57,2,8.19,2024-11-03
459,4,9.09,2025-01-29
104,1,16.17,2020-03-01
261,1,8.1,2025-03-12
240,2,18.42,2022-06-17
486,1,15.03,2022-06-03
217,1,10.85,2024-09-22
280,2,9.17,2021-04-23
496,2,18.89,2022-06-18
19,4,6.39,2022-02-25
490,3,8.54,2024-05-31
156,2,10.0,2023-03-10
144,2,7.65,2025-06-22
24,3,18.41,2024-10-16
49,1,10.28,2020-12-16
45,4,10.23,2022-11-25
207,1,17.0,2022-06-28
47,2,6.43,2020-12-28
454,1,10.19,2023-03-17
254,3,13.46,2023-08-01
142,1,10.05,2021-10-03
383,1,17.32,2025-09-12
276,2,19.69,2022-10-15
359,2,10.88,2022-02-25
123,3,6.97,2020-11-23
226,2,9.9,2025-02-23
41,3,17.44,2025-01-21
374,3,3.21,2024-06-30
227,2,17.68,2021-12-01
345,1,13.16,2021-02-01
98,4,12.24,2023-10-07
93,1,6.28,2024-11-16
320,2,13.79,2024-04-08
463,4,7.75,2023-07-25
434,1,11.3,2023-07-17
62,4,3.66,2024-05-23
81,1,13.47,2020-06-16
172,2,4.68,2024-10-17
132,3,10.22,2022-11-06
73,4,16.94,2023-07-12
366,1,3.79,2025-05-01
221,1,19.48,2024-09-21
106,3,3.97,2024-02-23
279,1,3.39,2025-07-15
436,4,10.89,2025-06-20
41,1,12.57,2021-09-24
48,4,5.33,2020-11-05
472,3,16.6,2023-06-30
222,3,5.37,2024-08-26
263,4,17.26,2025-09-25
134,2,13.88,2023-11-17
410,4,10.58,2025-05-11
429,2,16.96,2022-02-21
441,3,3.54,2021-09-09
344,3,13.73,2023-05-19
215,2,7.48,2024-07-14
320,1,19.89,2022-02-16
485,2,11.5,2024-09-10
454,4,14.87,2024-09-05
476,4,10.79,2022-02-08
46,2,15.99,2024-12-16
361,3,15.03,2023-12-15
180,3,8.62,2024-01-08
325,3,16.23,2022-11-09
35,3,16.66,2023-03-28
86,3,15.21,2024-06-21
489,4,6.5,2024-01-17
63,1,8.88,2025-02-14
94,3,14.91,2024-07-06
87,1,8.22,2022-01-30
89,3,10.54,2022-12-13
226,4,18.74,2024-08-12
451,1,11.14,2025-01-11
406,2,15.85,2021-10-05
61,2,12.86,2021-10-07
31,3,14.64,2020-06-21
158,4,17.96,2022-10-03
180,4,4.95,2025-09-19
496,4,10.65,2021-01-27
309,2,6.1,2023-12-21
462,3,14.62,2025-02-22
21,2,10.71,2020-09-03
281,4,12.95,2021-07-09
55,2,17.58,2025-05-05
113,2,11.75,2022-09-30
24,1,6.46,2025-01-08
287,3,5.35,2020-06-08
45,4,10.59,2022-07-13
203,2,17.86,2024-02-17
214,3,3.74,2025-06-27
406,1,17.3,2022-06-15
102,4,8.49,2020-04-25
111,2,19.6,2020-08-13
34,1,9.37,2022-01-13
32,4,17.47,2025-06-02
97,2,12.19,2022-08-13
208,1,4.19,2025-09-20
243,1,7.84,2023-01-01
100,1,8.99,2021-12-26
88,3,9.54,2023-08-06
480,3,12.54,2023-04-22
289,3,6.43,2025-05-07
413,3,18.8,2025-01-19
263,2,5.24,2023-06-15
341,1,5.98,2022-05-30
216,4,6.75,2021-11-30
426,2,6.54,2024-04-19
375,2,10.91,2021-06-28
183,3,6.21,2024-05-07
162,4,6.54,2020-06-08
330,4,17.36,2021-03-30
380,2,7.05,2020-03-22
43,1,13.13,2020-12-16
232,1,13.81,2024-10-05
483,1,15.4,2024-12-11
54,3,7.19,2020-01-08
49,3,18.23,2025-06-27
22,1,3.94,2022-10-25
207,3,7.33,2023-10-20
491,2,12.96,2024-04-03
310,4,14.54,2021-01-19
338,4,19.89,2025-05-29
267,1,10.14,2022-06-12
361,4,19.84,2025-02-15
375,4,16.33,2022-07-25
93,2,19.17,2021-03-09
398,3,14.07,2020-12-26
328,3,18.95,2020-09-14
36,3,10.03,2022-11-12
163,3,12.27,2024-12-14
340,4,13.25,2023-10-26
112,1,12.3,2025-08-21
72,3,9.56,2022-10-01
82,2,18.77,2022-10-26
147,3,16.88,2021-10-29
424,3,4.15,2025-03-12
79,2,17.58,2021-06-25
308,4,3.72,2022-02-21
487,4,18.79,2021-10-30
460,1,11.27,2023-03-18
498,2,8.69,2023-07-10
259,4,18.12,2021-05-07
384,4,11.16,2022-06-24
488,2,18.04,2022-03-28
491,3,3.71,2024-02-17
128,1,6.54,2020-02-22
223,2,11.64,2021-11-26
369,3,16.44,2022-07-08
423,1,18.89,2023-12-30
113,3,7.4,2024-02-06
88,4,12.54,2020-10-04
101,1,16.98,2021-07-23
144,4,6.37,2023-09-16
254,2,7.13,2020-06-29
478,2,18.52,2021-03-31
250,1,8.27,2024-01-22
50,2,10.56,2021-12-31
129,4,16.52,2021-08-23
487,4,18.45,2024-10-17
4,3,14.43,2022-11-07
417,1,4.88,2021-07-22
453,2,5.57,2020-08-29
206,4,15.71,2024-08-16
67,2,9.28,2023-08-13
8,3,4.9,2021-08-24
89,4,12.22,2025-01-02
266,2,6.8,2023-08-03
414,3,4.49,2023-08-22
181,1,11.16,2021-08-18
258,4,12.95,2022-06-14
158,1,8.68,2025-07-29
103,2,13.18,2023-05-16
53,4,9.78,2025-07-26
428,4,12.16,2023-03-19
11,1,7.03,2024-09-06
254,1,4.0,2023-04-10
481,2,6.95,2025-05-01
215,2,13.43,2023-03-17
257,3,6.06,2024-12-23
203,1,13.73,2025-08-06
432,3,11.42,2022-07-25
186,4,16.22,2024-07-26
351,4,8.43,2020-09-06
376,4,3.27,2024-10-30
177,1,7.23,2023-08-14
12,4,14.81,2021-12-05
194,1,11.52,2022-08-26
4,4,9.21,2024-01-13
175,4,11.43,2023-05-06
179,1,9.39,2020-01-29
97,1,13.79,2023-12-25
287,1,9.23,2021-12-03
148,1,18.5,2020-01-02
327,3,15.0,2023-11-25
412,4,18.08,2024-09-18
455,3,15.45,2022-05-10
116,3,18.66,2024-06-15
156,1,8.32,2021-09-19
299,2,3.43,2023-10-07
482,2,16.03,2022-07-09
271,2,7.36,2025-07-10
175,4,15.64,2022-04-10
138,2,13.31,2022-09-06
59,1,6.37,2021-06-28
65,3,5.52,2023-01-07
139,3,7.16,2020-06-12
297,4,8.52,2021-10-30
347,1,10.6,2020-05-21
177,2,4.1,2021-06-29
160,2,14.19,2022-11-06
313,2,16.74,2024-05-30
132,3,3.7,2023-12-27
456,4,18.24,2020-10-09
287,2,7.23,2024-06-27
72,2,18.54,2020-11-27
72,2,16.29,2023-03-19
18,4,14.31,2025-03-16
294,4,12.35,2021-10-08
289,3,3.04,2023-03-21
448,2,13.46,2024-06-08
144,4,4.43,2023-10-05
467,1,6.67,2022-08-26
82,1,4.7,2021-05-08
255,3,8.8,2023-02-18
301,4,10.54,2020-11-20
73,1,5.55,2024-01-22
326,2,3.84,2023-11-07
21,4,14.86,2022-07-30
497,1,15.53,2022-09-29
297,1,19.59,2025-08-23
351,2,4.93,2020-02-18
230,3,13.92,2021-07-14
152,1,7.95,2025-01-19
50,1,11.48,2020-10-02
442,1,6.24,2023-06-01
260,3,16.36,2024-09-22
340,1,8.94,2021-08-11
436,4,5.31,2024-03-09
270,4,4.97,2021-06-21
341,3,18.95,2022-04-30
107,1,4.81,2020-12-24
101,3,18.82,2024-06-26
98,1,19.29,2020-12-24
317,4,19.0,2024-04-23
161,4,18.21,2023-10-02
59,1,6.69,2024-05-18
353,2,16.43,2024-04-12
421,1,3.79,2023-05-08
278,1,8.51,2021-01-01
246,3,11.35,2022-04-14
488,1,12.35,2024-07-26
163,3,4.3,2023-11-10
354,4,7.01,2025-10-07
417,2,11.59,2023-07-07
182,2,5.09,2023-04-06
477,2,9.48,2024-01-02
116,3,9.65,2024-08-27
314,1,8.72,2025-09-16
255,1,12.63,2024-09-23
71,2,13.84,2021-03-10
191,4,14.85,2024-08-11
430,1,19.67,2021-02-22
423,2,4.55,2025-04-30
15,2,4.03,2021-05-23
239,2,12.48,2024-01-15
206,4,16.3,2025-03-22
57,1,11.81,2023-03-04
97,1,14.72,2025-03-28
245,4,14.24,2021-06-14
227,1,10.98,2023-01-06
173,2,5.14,2024-09-06
58,2,19.45,2025-02-15
54,3,13.08,2023-02-16
6,3,15.2,2024-08-12
382,3,4.19,2023-01-30
187,1,12.36,2020-11-12
455,4,14.84,2024-06-21
278,2,6.52,2024-05-11
135,3,11.09,2021-06-23
440,2,9.2,2024-03-06
271,1,17.59,2020-07-04
346,1,19.44,2023-01-02
208,2,13.16,2020-05-04
408,4,4.77,2024-02-17
58,2,19.12,2025-06-22
181,1,11.91,2021-06-22
392,2,8.88,2024-09-08
47,4,12.83,2021-07-30
378,2,8.45,2024-03-11
209,3,5.53,2022-05-27
18,1,17.89,2021-05-23
104,4,7.06,2024-07-10
376,1,9.17,2022-06-08
396,4,12.69,2025-03-23
384,3,11.01,2024-04-11
126,2,13.49,2025-02-10
125,4,18.81,2024-03-11
97,1,3.55,2020-07-06
46,2,6.95,2022-02-17
217,4,18.03,2022-08-29
309,3,14.06,2021-03-05
304,2,19.77,2023-01-12
322,3,9.74,2023-06-24
252,1,18.25,2021-11-08
438,2,12.75,2021-04-17
468,4,4.4,2024-12-20
175,2,5.92,2020-02-14
478,4,3.15,2021-06-16
126,2,10.75,2024-12-07
39,4,16.73,2022-09-17
33,2,7.83,2022-12-10
454,4,3.44,2025-07-19
162,4,19.57,2020-09-28
229,1,4.68,2023-07-14
473,2,3.7,2023-09-02
48,2,9.81,2023-06-21
245,2,8.36,2022-06-13
374,3,9.22,2024-09-26
64,4,15.6,2025-03-12
14,4,12.99,2023-04-15
379,2,9.81,2023-03-26
338,2,14.5,2020-03-10
42,3,14.3,2022-01-08
300,1,7.11,2023-04-18
310,3,12.1,2020-02-08
461,1,4.81,2021-10-15
452,1,16.65,2021-07-12
81,1,13.95,2023-09-15
329,1,8.1,2020-03-14
357,4,4.18,2020-05-10
260,2,5.8,2021-04-10
241,4,7.03,2024-10-19
230,1,19.11,2023-07-06
412,1,16.54,2020-09-08
389,3,11.75,2025-07-14
3,1,15.59,2022-01-08
498,4,12.57,2023-01-07
57,2,7.62,2020-08-16
133,1,6.86,2024-07-03
108,4,7.55,2022-08-18
125,4,4.32,2021-12-30
59,3,14.03,2023-02-16
75,1,6.49,2024-01-03
423,3,17.54,2025-01-13
115,2,4.88,2020-06-22
330,2,5.69,2023-05-16
164,4,15.02,2025-09-25
193,1,15.12,2025-01-01
327,2,19.57,2021-01-27
29,1,8.32,2023-07-21
21,4,8.21,2021-02-04
54,2,13.32,2022-04-01
337,1,19.31,2025-07-14
305,3,19.98,2024-01-12
192,1,16.53,2022-07-10
30,1,12.43,2023-09-10
32,4,5.37,2020-12-12
60,4,3.12,2021-02-25
4,4,19.25,2021-07-12
60,4,8.1,2020-09-09
167,1,19.93,2023-10-03
477,2,10.91,2022-07-19
242,4,6.57,2023-06-02
232,1,9.27,2022-07-30
395,4,5.67,2020-12-15
269,3,8.21,2025-06-11
141,2,11.31,2024-08-24
257,2,18.58,2023-08-25
35,3,15.61,2023-12-07
121,1,8.55,2025-06-25
97,3,3.96,2022-07-15
115,2,8.31,2023-01-22
269,2,14.39,2021-05-26
265,1,19.27,2024-07-28
288,4,4.1,2025-09-15
133,4,3.99,2025-02-22
458,4,14.31,2023-04-16
473,3,9.1,2021-06-23
73,4,14.77,2022-07-22
447,3,4.74,2025-07-28
87,3,8.47,2024-03-08
290,4,9.05,2021-11-25
16,4,11.56,2023-11-11
78,1,17.04,2022-04-07
345,2,14.16,2020-07-11
496,3,10.07,2020-01-16
46,3,18.29,2021-06-24
174,2,14.19,2024-08-13
161,1,9.0,2023-11-24
423,3,11.24,2020-11-03
227,4,5.02,2021-08-23
316,2,9.31,2022-04-20
339,2,7.38,2020-03-20
363,4,6.01,2024-02-09
147,2,5.97,2022-06-01
416,2,14.83,2025-03-06
449,2,15.52,2021-08-10
79,3,13.71,2024-07-19
359,3,13.61,2025-04-18
54,2,8.91,2023-08-21
18,1,5.02,2020-12-29
189,2,4.47,2022-05-09
177,1,6.54,2021-06-30
291,4,8.3,2020-04-12
332,2,12.06,2022-04-11
416,3,19.6,2020-03-28
306,3,17.88,2024-10-27
459,3,7.96,2020-03-03
301,3,9.4,2023-06-30
499,3,4.46,2025-06-03
415,4,17.27,2024-03-17
421,3,11.64,2020-02-24
91,1,8.4,2021-10-15
350,1,3.79,2022-10-29
329,4,17.14,2024-11-04
431,4,9.03,2021-09-30
51,4,8.38,2023-04-07
416,4,7.93,2025-03-26
427,1,14.07,2022-05-07
394,3,12.92,2025-04-19
326,1,7.12,2022-01-01
194,1,6.33,2020-10-23
113,2,3.37,2021-09-21
277,1,7.33,2023-03-30
38,1,13.93,2023-05-14
411,4,10.38,2024-01-27
478,3,7.19,2020-03-18
242,1,4.66,2024-02-13
434,2,17.48,2023-08-22
231,3,15.82,2020-09-17
477,2,18.13,2020-02-22
91,3,8.62,2024-03-12
253,4,6.77,2024-06-17
453,4,11.25,2024-12-12
347,2,17.46,2023-02-17
239,2,4.77,2020-01-06
429,3,11.75,2025-02-02
212,4,18.14,2025-04-10
1,2,13.74,2024-10-09
182,1,11.46,2024-02-07
256,3,17.14,2024-10-25
496,4,14.9,2021-06-02
210,2,17.97,2022-05-09
12,1,19.76,2021-10-16
235,2,14.68,2024-06-23
115,4,6.69,2024-06-12
405,3,3.2,2023-07-24
323,2,15.24,2020-05-06
333,2,10.06,2024-06-09
74,1,13.55,2022-10-27
168,2,14.86,2023-03-12
66,2,15.78,2020-12-22
314,1,9.04,2025-02-01
192,4,17.2,2021-10-17
111,1,11.74,2020-02-06
289,1,10.28,2023-02-06
326,3,8.0,2024-05-08
271,2,10.65,2022-01-18
310,1,6.29,2024-03-10
358,2,10.81,2024-08-09
48,3,8.19,2023-07-01
18,1,13.62,2021-10-06
5,4,14.35,2024-10-19
111,3,5.57,2025-07-04
460,1,10.03,2020-12-26
22,2,14.94,2020-09-12
39,1,4.91,2024-02-19
325,3,6.57,2024-12-17
256,2,12.7,2023-05-07
78,2,17.88,2020-08-13
472,1,6.96,2023-05-15
146,4,13.66,2024-06-29
417,1,10.79,2020-01-25
74,2,18.42,2021-05-29
85,2,13.26,2022-04-07
36,4,5.46,2024-05-04
137,4,15.19,2022-08-01
268,2,8.9,2022-05-17
39,1,12.6,2025-06-20
306,1,10.71,2022-01-05
51,2,17.24,2025-04-08
189,2,17.8,2023-06-20
33,1,18.01,2021-09-09
212,2,5.73,2022-09-27
82,2,7.45,2022-03-27
395,1,15.61,2023-01-15
420,2,12.24,2020-09-07
479,1,11.51,2021-02-21
359,1,15.01,2020-07-25
311,4,7.15,2023-04-11
127,2,4.28,2021-06-18
197,4,11.67,2023-04-09
214,2,19.81,2024-12-30
217,2,9.0,2025-05-03
88,3,12.85,2023-12-24
19,3,3.09,2024-12-03
228,1,16.22,2022-08-09
335,2,19.19,2024-12-12
338,2,13.24,2020-09-13
62,3,12.64,2020-05-21
189,3,3.48,2020-06-18
264,4,4.15,2022-01-23
408,3,17.79,2024-04-18
400,3,9.82,2023-02-09
481,1,13.59,2020-03-25
350,3,4.83,2023-02-21
168,1,4.27,2025-06-11
21,1,11.8,2023-10-03
364,3,19.21,2024-12-29
346,2,6.32,2020-10-22
369,4,7.59,2023-05-21
479,1,5.21,2022-10-31
299,3,13.03,2020-05-26
473,1,17.14,2022-12-03
488,3,12.99,2022-02-14
102,2,5.39,2020-01-25
231,4,6.52,2023-05-26
130,3,13.17,2020-10-05
181,2,4.38,2022-12-07
442,3,15.7,2024-06-08
217,4,6.51,2023-10-14
400,3,9.02,2020-06-02
193,3,17.36,2023-04-30
308,2,5.29,2022-03-21
419,4,9.07,2021-11-17
209,3,6.41,2023-06-15
220,4,18.42,2021-04-20
196,4,9.09,2025-06-26
450,3,6.09,2025-05-18
354,1,12.58,2020-05-06
94,1,12.32,2022-03-17
239,3,7.99,2023-12-11
264,2,9.14,2021-03-30
245,4,16.32,2020-08-02
87,2,7.21,2022-11-14
188,2,11.12,2023-04-19
119,4,6.58,2023-05-06
94,3,8.77,2024-08-01
98,1,12.31,2022-10-25
360,3,11.92,2020-08-06
418,1,15.25,2025-05-08
119,1,3.35,2023-03-25
351,1,10.66,2024-03-07
264,3,10.7,2025-02-20
325,3,5.93,2024-09-01
405,3,13.73,2020-06-09
122,1,13.56,2021-02-15
494,1,12.96,2021-12-10
14,3,8.94,2024-05-18
361,4,11.19,2023-12-19
194,2,6.29,2024-11-24
235,3,14.3,2021-04-09
223,4,7.34,2025-03-20
148,1,9.1,2025-06-17
100,1,5.26,2021-03-03
40,1,11.53,2025-09-29
447,3,8.98,2025-08-07
214,3,12.23,2020-01-27
410,1,16.89,2025-08-26
369,3,9.06,2020-08-20
77,2,10.24,2024-09-22
342,3,3.5,2022-07-25
413,1,17.75,2020-05-15
413,1,11.77,2023-02-04
351,1,10.61,2023-03-10
408,4,5.7,2021-11-12
257,1,15.54,2020-01-25
173,3,19.59,2023-03-21
233,4,11.13,2024-01-01
187,1,16.18,2020-11-19
125,4,6.47,2020-10-19
206,3,5.05,2022-10-30
358,1,7.9,2020-12-13
273,1,12.93,2022-09-04
4,2,12.6,2024-12-05
266,2,19.08,2024-09-20
339,3,14.81,2023-12-27
318,4,9.75,2021-10-25
475,4,16.07,2021-03-21
97,1,6.45,2020-07-20
471,4,17.03,2024-07-08
239,4,7.93,2022-03-17
420,4,7.95,2025-07-09
148,4,14.28,2025-03-16
391,4,19.85,2022-08-08
317,3,5.54,2024-05-24
306,3,16.81,2024-09-07
111,2,12.08,2025-05-04
234,2,15.05,2023-07-25
309,1,17.84,2024-02-06
265,2,15.23,2024-04-14
370,4,6.58,2020-06-09
268,3,10.49,2025-06-15
170,3,3.4,2023-03-23
82,2,10.39,2024-08-27
195,4,18.78,2020-07-12
43,1,13.09,2021-05-07
101,2,16.33,2022-03-16
436,1,16.57,2023-05-13
268,2,14.14,2020-03-03
311,4,3.49,2023-06-23
164,1,15.82,2021-10-07
272,4,19.73,2024-07-03
204,2,17.14,2025-08-15
26,3,7.84,2023-04-09
223,2,18.16,2022-07-02
32,1,11.64,2023-10-25
475,2,5.62,2020-03-25
114,1,8.13,2022-08-23
492,3,11.06,2024-07-21
478,1,14.27,2022-01-18
22,3,9.67,2024-07-11
413,4,4.68,2023-04-05
147,3,5.39,2020-06-10
50,2,10.75,2020-05-16
465,1,7.66,2021-06-21
12,3,17.41,2025-04-11
410,4,5.58,2022-12-02
433,2,10.07,2024-06-14
139,2,7.66,2025-01-07
115,2,11.33,2023-06-08
195,3,15.33,2022-12-24
289,1,10.5,2025-02-23
171,2,16.76,2023-12-09
259,2,18.37,2020-04-19
439,3,5.6,2024-10-29
281,1,7.73,2020-02-25
227,4,10.39,2023-07-17
385,3,15.2,2021-06-30
347,4,6.32,2020-02-01
327,4,7.91,2024-08-26
57,3,19.85,2022-12-14
345,3,16.04,2024-09-21
170,3,13.58,2021-10-14
51,2,8.26,2020-07-28
202,2,14.58,2022-01-03
4,2,11.73,2021-07-01
9,3,13.92,2025-04-29
424,3,7.29,2020-02-18
154,4,6.91,2022-10-18
77,3,10.92,2025-10-05
374,3,10.75,2021-03-06
16,4,5.72,2020-03-26
476,4,7.67,2022-08-31
179,2,6.02,2020-05-05
304,2,7.02,2022-04-19
122,2,5.15,2023-11-12
437,1,7.04,2024-10-30
304,2,4.05,2024-01-26
114,2,17.51,2022-06-17
477,3,5.01,2022-08-18
409,2,13.63,2025-06-19
159,4,4.55,2023-01-25
288,4,15.35,2020-05-07
143,4,11.7,2022-11-18
347,1,15.41,2022-02-04
190,1,6.16,2020-06-11
327,3,15.89,2024-06-26
361,1,8.68,2024-01-08
352,1,18.99,2025-04-10
270,2,9.4,2021-12-27
452,4,19.82,2024-09-19
148,1,7.04,2025-09-02
276,2,9.9,2025-07-09
344,2,17.7,2022-06-29
431,4,10.62,2022-12-05
25,3,17.41,2021-04-09
375,1,13.87,2024-05-08
110,2,6.41,2021-03-27
364,1,4.16,2024-11-23
201,4,5.2,2021-06-12
25,1,4.37,2022-10-01
202,4,4.0,2021-11-26
350,2,3.09,2020-05-02
285,3,9.7,2024-02-17
109,4,15.38,2023-01-17
33,1,3.54,2025-07-02
357,4,17.97,2024-01-18
51,4,17.6,2022-08-23
485,3,7.11,2020-05-04
308,2,19.44,2022-06-30
397,4,17.08,2023-09-05
185,4,11.75,2023-04-12
103,4,15.48,2024-02-10
209,3,14.89,2021-06-03
443,1,15.74,2024-08-28
207,1,4.47,2021-04-16
73,3,7.37,2024-01-10
144,1,4.56,2024-05-17
428,2,14.23,2025-01-23
61,2,8.57,2021-08-24
418,4,11.21,2024-08-28
18,4,5.95,2023-07-07
301,2,5.1,2022-02-06
37,1,12.37,2022-07-24
444,4,11.88,2021-09-25
370,4,6.77,2023-06-28
160,3,19.74,2023-10-29
293,2,8.65,2025-07-04
439,4,8.58,2024-04-06
68,3,4.95,2024-05-07
461,3,13.56,2022-12-13
239,3,16.9,2023-06-13
21,4,12.73,2024-10-16
90,3,5.38,2023-03-03
444,3,16.84,2020-07-29
342,4,9.79,2020-06-06
456,2,3.18,2025-03-16
117,2,6.96,2023-10-09
226,4,19.85,2021-10-20
9,2,10.2,2021-08-18
461,2,7.98,2025-08-23
63,4,12.69,2025-10-04
359,2,10.01,2020-09-15
43,4,19.49,2023-11-05
230,1,7.99,2022-04-04
355,3,9.38,2022-06-04
42,3,19.75,2023-10-04
188,1,12.33,2024-12-26
172,1,5.12,2024-04-03
287,1,14.43,2022-05-17
423,4,15.01,2020-07-27
386,3,8.32,2020-10-28
431,2,3.35,2021-09-28
399,3,15.07,2023-11-20
339,2,9.49,2024-11-22
374,2,7.82,2023-08-09
479,4,19.18,2021-07-01
278,1,8.65,2022-01-14
72,4,4.01,2025-03-14
228,2,14.41,2020-03-27
368,3,10.85,2020-06-22
121,1,9.69,2020-07-07
272,4,14.53,2023-11-28
280,3,13.83,2024-08-12
370,1,18.64,2024-12-26
160,1,15.58,2022-09-16
392,4,8.67,2023-01-29
362,1,6.98,2020-06-10
92,1,19.24,2020-03-25
160,3,9.07,2024-05-19
349,2,10.63,2023-01-05
84,4,8.25,2023-09-10
348,1,10.77,2021-05-02
6,2,10.73,2020-10-19
280,3,3.66,2025-03-01
469,2,15.98,2020-08-10
88,1,15.64,2024-01-12
269,3,13.93,2021-11-19
263,1,14.72,2022-06-03
37,1,6.11,2023-09-03
274,3,13.9,2020-05-22
142,1,3.99,2023-12-13
209,4,3.09,2023-03-31
373,4,18.01,2025-04-25
445,4,10.98,2023-06-05
426,3,13.96,2022-02-20
372,3,10.61,2022-12-21
239,1,10.21,2024-02-21
135,4,19.21,2023-07-21
429,1,15.71,2024-07-26
391,3,6.5,2021-08-09
439,2,4.6,2022-09-12
499,1,16.24,2021-12-08
192,3,16.86,2023-08-06
438,2,10.02,2023-11-09
89,2,19.1,2024-12-10
454,4,17.78,2021-10-23
471,3,18.93,2025-09-28
124,1,18.82,2023-05-05
352,3,7.72,2020-11-09
417,2,18.7,2024-08-26
228,2,7.2,2023-08-06
475,1,17.88,2020-10-30
215,3,6.69,2024-05-23
483,2,5.58,2021-05-13
355,4,14.28,2020-11-07
453,4,15.82,2020-06-10
60,2,13.06,2022-03-05
243,4,3.08,2023-06-03
145,1,13.21,2021-04-17
375,2,6.04,2021-10-14
150,4,13.05,2023-10-12
64,4,5.1,2020-02-26
69,1,6.02,2022-09-25
242,2,4.38,2020-07-09
352,2,14.77,2020-03-13
12,3,12.15,2024-06-25
335,3,14.52,2025-04-29
239,4,14.18,2020-08-03
106,3,7.09,2023-08-07
194,1,5.07,2022-05-28
184,4,11.61,2021-12-24
423,4,15.3,2025-10-04
204,3,18.77,2025-08-06
135,4,19.53,2025-04-23
404,1,4.16,2021-11-06
368,3,7.82,2022-01-02
195,2,3.27,2025-09-05
355,2,4.28,2024-05-24
44,3,13.17,2025-07-18
277,4,14.65,2021-04-12
451,4,16.67,2024-03-17
394,4,18.15,2021-12-21
326,1,13.47,2020-04-21
465,4,12.07,2021-04-29
113,2,7.52,2020-07-15
384,1,11.82,2023-11-07
373,4,14.65,2024-09-09
4,4,8.04,2020-06-28
163,4,5.21,2025-04-28
454,3,11.35,2023-11-25
356,1,13.85,2022-03-30
472,2,18.78,2020-11-28
